customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,tenure-rounded,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,avg_mon_charges,avg_rounded,Contract_type,Phone_service,Internet_service
0397-ZXWQF,Male,0,No,No,1,0,2,Bank transfer (automatic),20.5,1430.95,No,69.80243902,69.8,FALSE,FALSE,TRUE,FALSE,TRUE,0,2014-11-30,20.50,20.50,2 Year,One Line,No Internet Service
0401-WDBXM,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),105.55,7542.25,No,71.45665561,71.46,FALSE,FALSE,TRUE,TRUE,TRUE,3,2014-09-30,105.55,105.50,2 Year,Two or More Lines,Fiber Optic
0402-CQAJN,Female,0,No,No,2,2,0,Bank transfer (automatic),101.9,3545.35,Yes,34.79244357,34.79,TRUE,TRUE,TRUE,TRUE,TRUE,0,2017-10-31,101.91,101.90,Month-to-Month,Two or More Lines,Fiber Optic
0402-OAMEN,Female,0,Yes,Yes,2,0,2,Bank transfer (automatic),24.45,1709.1,No,69.90184049,69.9,TRUE,FALSE,TRUE,FALSE,TRUE,3,2014-11-30,24.45,24.50,2 Year,Two or More Lines,No Internet Service
0404-AHASP,Male,0,Yes,No,1,0,2,Credit card (automatic),19.7,1421.9,No,72.17766497,72.18,FALSE,FALSE,TRUE,FALSE,TRUE,1,2014-08-31,19.70,19.70,2 Year,One Line,No Internet Service
0404-SWRVG,Male,0,No,No,2,2,0,Electronic check,74.4,229.55,Yes,3.085349462,3.09,FALSE,TRUE,TRUE,TRUE,TRUE,0,2020-05-31,74.29,74.30,Month-to-Month,Two or More Lines,Fiber Optic
0406-BPDVR,Female,1,Yes,No,2,2,1,Credit card (automatic),101.5,5373.1,Yes,52.93694581,52.94,TRUE,TRUE,TRUE,TRUE,TRUE,1,2016-04-30,101.49,101.50,1 Year,Two or More Lines,Fiber Optic
0407-BDJKB,Male,0,Yes,No,2,2,0,Electronic check,95.75,5742.9,Yes,59.97806789,59.98,FALSE,TRUE,TRUE,TRUE,TRUE,1,2015-09-30,95.75,95.70,Month-to-Month,Two or More Lines,Fiber Optic
0409-WTMPL,Female,0,Yes,No,2,2,1,Credit card (automatic),110.65,6526.65,No,58.98463624,58.98,TRUE,FALSE,TRUE,TRUE,TRUE,1,2015-10-31,110.66,110.70,1 Year,Two or More Lines,Fiber Optic
0410-IPFTY,Female,0,Yes,No,1,2,0,Bank transfer (automatic),83.85,2674.15,No,31.89206917,31.89,TRUE,FALSE,TRUE,TRUE,TRUE,1,2018-01-31,83.86,83.90,Month-to-Month,One Line,Fiber Optic
0411-EZJZE,Female,0,No,No,2,1,0,Electronic check,60.25,170.5,No,2.829875519,2.83,TRUE,FALSE,TRUE,TRUE,TRUE,0,2020-06-30,60.25,60.20,Month-to-Month,Two or More Lines,DSL
0412-UCCNP,Male,0,No,No,1,1,2,Electronic check,59.2,3175.85,No,53.64611486,53.65,FALSE,FALSE,TRUE,TRUE,TRUE,0,2016-03-31,59.20,59.20,2 Year,One Line,DSL
0415-MOSGF,Female,0,No,No,1,1,0,Mailed check,44.4,44.4,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,44.40,44.40,Month-to-Month,One Line,DSL
0419-YAAPX,Male,0,Yes,No,1,2,0,Credit card (automatic),85.3,4297.95,No,50.3862837,50.39,FALSE,FALSE,TRUE,TRUE,FALSE,1,2016-06-30,85.29,85.30,Month-to-Month,One Line,Fiber Optic
0420-BWTPW,Male,0,No,Yes,0,1,0,Mailed check,25.5,215.2,Yes,8.439215686,8.44,FALSE,TRUE,FALSE,TRUE,FALSE,2,2019-12-31,25.50,25.50,Month-to-Month,No Phone Service,DSL
0420-HLGXF,Female,1,No,No,2,2,0,Electronic check,99.75,4036,No,40.46115288,40.46,TRUE,FALSE,TRUE,TRUE,TRUE,0,2017-04-30,99.75,99.80,Month-to-Month,Two or More Lines,Fiber Optic
0420-TXVSG,Male,0,Yes,No,2,1,2,Credit card (automatic),66.1,4428.45,No,66.99621785,67,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-02-28,66.10,66.10,2 Year,Two or More Lines,DSL
0422-OHQHQ,Female,0,Yes,Yes,1,0,1,Mailed check,20.55,295.95,No,14.40145985,14.4,TRUE,FALSE,TRUE,FALSE,TRUE,3,2019-06-30,20.55,20.60,1 Year,One Line,No Internet Service
0422-UXFAP,Female,0,Yes,No,2,2,1,Electronic check,98.85,4947.55,No,50.05108751,50.05,TRUE,FALSE,TRUE,TRUE,TRUE,1,2016-06-30,98.85,98.90,1 Year,Two or More Lines,Fiber Optic
0423-UDIJQ,Male,1,No,No,1,1,0,Mailed check,49.2,447.9,No,9.103658537,9.1,FALSE,FALSE,TRUE,TRUE,TRUE,0,2019-11-30,49.22,49.20,Month-to-Month,One Line,DSL
0426-TIRNE,Female,0,No,No,1,0,0,Mailed check,20.9,20.9,Yes,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,0,2020-07-31,20.90,20.90,Month-to-Month,One Line,No Internet Service
0428-AXXLJ,Male,0,No,No,1,0,1,Bank transfer (automatic),19.5,516.3,No,26.47692308,26.48,FALSE,FALSE,TRUE,FALSE,TRUE,0,2018-06-30,19.50,19.50,1 Year,One Line,No Internet Service
0428-IKYCP,Male,0,Yes,No,1,2,0,Bank transfer (automatic),87,1850.65,No,21.27183908,21.27,FALSE,FALSE,TRUE,TRUE,TRUE,1,2018-11-30,87.01,87.00,Month-to-Month,One Line,Fiber Optic
0430-IHCDJ,Male,0,No,No,2,1,0,Electronic check,49,749.25,No,15.29081633,15.29,FALSE,FALSE,TRUE,TRUE,TRUE,0,2019-05-31,49.00,49.00,Month-to-Month,Two or More Lines,DSL
0431-APWVY,Female,0,Yes,Yes,1,2,1,Bank transfer (automatic),90.1,2598.95,Yes,28.84517203,28.85,TRUE,TRUE,TRUE,TRUE,TRUE,3,2018-04-30,90.08,90.10,1 Year,One Line,Fiber Optic
0432-CAJZV,Male,0,No,No,1,2,0,Mailed check,90.7,237.65,No,2.620176406,2.62,FALSE,FALSE,TRUE,TRUE,TRUE,0,2020-06-30,90.71,90.70,Month-to-Month,One Line,Fiber Optic
0434-CSFON,Female,0,Yes,No,2,2,0,Electronic check,100.5,4707.1,No,46.83681592,46.84,TRUE,FALSE,TRUE,TRUE,TRUE,1,2016-10-31,100.49,100.50,Month-to-Month,Two or More Lines,Fiber Optic
0436-TWFFZ,Female,0,No,No,2,1,2,Mailed check,85.25,5714.2,No,67.028739,67.03,TRUE,FALSE,TRUE,TRUE,TRUE,0,2015-01-31,85.25,85.20,2 Year,Two or More Lines,DSL
0439-IFYUN,Female,1,No,No,1,2,0,Electronic check,74.7,1294.6,No,17.33065596,17.33,TRUE,FALSE,TRUE,TRUE,TRUE,0,2019-03-31,74.70,74.70,Month-to-Month,One Line,Fiber Optic
0440-EKDCF,Male,0,Yes,No,1,1,2,Credit card (automatic),60.15,3753.2,No,62.39733998,62.4,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-06-30,60.15,60.10,2 Year,One Line,DSL
0440-MOGPM,Female,0,No,No,2,1,1,Electronic check,80.55,3263.9,No,40.52017381,40.52,TRUE,FALSE,TRUE,TRUE,TRUE,0,2017-04-30,80.55,80.60,1 Year,Two or More Lines,DSL
0440-QEXBZ,Female,0,No,No,2,1,0,Mailed check,50.15,2139.1,No,42.65403789,42.65,TRUE,FALSE,TRUE,TRUE,TRUE,0,2017-02-28,50.15,50.20,Month-to-Month,Two or More Lines,DSL
0440-UEDAI,Female,0,No,No,1,2,1,Credit card (automatic),94.45,5042.75,No,53.3906829,53.39,TRUE,FALSE,TRUE,TRUE,TRUE,0,2016-03-31,94.45,94.50,1 Year,One Line,Fiber Optic
0442-TDYUO,Male,0,Yes,No,1,0,2,Mailed check,20.05,1036,No,51.67082294,51.67,FALSE,FALSE,TRUE,FALSE,TRUE,1,2016-05-31,20.05,20.10,2 Year,One Line,No Internet Service
0442-ZXKVS,Female,1,Yes,No,2,2,1,Bank transfer (automatic),115.6,6431.05,No,55.63192042,55.63,TRUE,FALSE,TRUE,TRUE,FALSE,1,2016-01-31,115.60,115.60,1 Year,Two or More Lines,Fiber Optic
0447-BEMNG,Female,0,Yes,No,0,1,0,Bank transfer (automatic),45.3,2145,Yes,47.35099338,47.35,TRUE,TRUE,FALSE,TRUE,FALSE,1,2016-09-30,45.30,45.30,Month-to-Month,No Phone Service,DSL
0447-RXSGD,Male,0,No,No,2,2,0,Bank transfer (automatic),99.65,2404.85,No,24.13296538,24.13,FALSE,FALSE,TRUE,TRUE,TRUE,0,2018-08-31,99.66,99.70,Month-to-Month,Two or More Lines,Fiber Optic
0454-OKRCT,Male,0,No,No,1,2,2,Bank transfer (automatic),80.6,2651.1,No,32.89205955,32.89,FALSE,FALSE,TRUE,TRUE,TRUE,0,2017-12-31,80.61,80.60,2 Year,One Line,Fiber Optic
0455-ENTCR,Male,0,Yes,No,2,1,2,Electronic check,85.25,5538.35,No,64.9659824,64.97,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-04-30,85.24,85.20,2 Year,Two or More Lines,DSL
0455-XFASS,Female,0,Yes,Yes,1,2,0,Electronic check,69.55,200.2,No,2.878504673,2.88,TRUE,FALSE,TRUE,TRUE,FALSE,3,2020-06-30,69.51,69.50,Month-to-Month,One Line,Fiber Optic
0458-HEUZG,Female,0,No,No,0,1,2,Mailed check,35.4,450.4,No,12.72316384,12.72,TRUE,FALSE,FALSE,TRUE,FALSE,0,2019-08-31,35.41,35.40,2 Year,No Phone Service,DSL
0459-SPZHJ,Male,0,Yes,Yes,2,1,2,Credit card (automatic),83.5,5435,No,65.08982036,65.09,FALSE,FALSE,TRUE,TRUE,TRUE,3,2015-03-31,83.50,83.50,2 Year,Two or More Lines,DSL
0461-CVKMU,Female,0,Yes,Yes,1,2,0,Electronic check,83.8,1900.25,Yes,22.67601432,22.68,TRUE,TRUE,TRUE,TRUE,TRUE,3,2018-10-31,83.79,83.80,Month-to-Month,One Line,Fiber Optic
0463-TXOAK,Male,0,No,Yes,2,0,2,Credit card (automatic),25.6,1334.5,No,52.12890625,52.13,FALSE,FALSE,TRUE,FALSE,TRUE,2,2016-04-30,25.60,25.60,2 Year,Two or More Lines,No Internet Service
0463-WZZKO,Male,0,No,No,1,0,0,Credit card (automatic),20.75,67.1,No,3.23373494,3.23,FALSE,FALSE,TRUE,FALSE,TRUE,0,2020-05-31,20.77,20.80,Month-to-Month,One Line,No Internet Service
0463-ZSDNT,Male,0,No,No,1,1,0,Bank transfer (automatic),56.75,503.25,No,8.86784141,8.87,FALSE,FALSE,TRUE,TRUE,TRUE,0,2019-12-31,56.74,56.70,Month-to-Month,One Line,DSL
0464-WJTKO,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),20.1,1460.85,No,72.67910448,72.68,TRUE,FALSE,TRUE,FALSE,TRUE,3,2014-08-31,20.10,20.10,2 Year,One Line,No Internet Service
0468-YRPXN,Male,0,No,No,1,2,0,Credit card (automatic),98.8,2807.1,No,28.41194332,28.41,FALSE,FALSE,TRUE,TRUE,TRUE,0,2018-04-30,98.81,98.80,Month-to-Month,One Line,Fiber Optic
0471-ARVMX,Female,1,Yes,No,2,2,1,Electronic check,104.85,6312.9,No,60.20886981,60.21,TRUE,FALSE,TRUE,TRUE,TRUE,1,2015-08-31,104.85,104.80,1 Year,Two or More Lines,Fiber Optic
0471-LVHGK,Male,0,Yes,No,2,1,1,Electronic check,73,3001.2,Yes,41.11232877,41.11,FALSE,TRUE,TRUE,TRUE,TRUE,1,2017-03-31,73.00,73.00,1 Year,Two or More Lines,DSL
0475-RIJEP,Male,0,No,No,2,2,0,Electronic check,77.85,3365.85,Yes,43.23506744,43.24,FALSE,TRUE,TRUE,TRUE,TRUE,0,2017-01-31,77.84,77.80,Month-to-Month,Two or More Lines,Fiber Optic
0479-HMSWA,Female,0,No,Yes,1,2,2,Electronic check,105.45,2715.3,No,25.74964438,25.75,TRUE,FALSE,TRUE,TRUE,TRUE,2,2018-07-31,105.45,105.40,2 Year,One Line,Fiber Optic
0480-BIXDE,Female,0,Yes,No,1,2,0,Electronic check,96.8,1743.05,No,18.00671488,18.01,TRUE,FALSE,TRUE,TRUE,TRUE,1,2019-02-28,96.78,96.80,Month-to-Month,One Line,Fiber Optic
0480-KYJVA,Female,0,Yes,Yes,2,0,2,Credit card (automatic),24.25,1784.5,No,73.58762887,73.59,TRUE,FALSE,TRUE,FALSE,TRUE,3,2014-07-31,24.25,24.20,2 Year,Two or More Lines,No Internet Service
0481-SUMCB,Female,1,No,No,2,2,1,Bank transfer (automatic),102.15,4735.35,No,46.35682819,46.36,TRUE,FALSE,TRUE,TRUE,TRUE,0,2016-10-31,102.14,102.10,1 Year,Two or More Lines,Fiber Optic
0484-FFVBJ,Male,0,No,No,1,1,1,Bank transfer (automatic),64.85,2010.95,No,31.00925212,31.01,FALSE,FALSE,TRUE,TRUE,TRUE,0,2018-01-31,64.85,64.80,1 Year,One Line,DSL
0484-JPBRU,Male,0,No,No,2,0,0,Bank transfer (automatic),25.25,996.45,No,39.46336634,39.46,FALSE,FALSE,TRUE,FALSE,TRUE,0,2017-05-31,25.25,25.30,Month-to-Month,Two or More Lines,No Internet Service
0485-ZBSLN,Male,0,Yes,Yes,2,0,2,Credit card (automatic),24.75,1715.1,No,69.2969697,69.3,FALSE,FALSE,TRUE,FALSE,TRUE,3,2014-11-30,24.75,24.70,2 Year,Two or More Lines,No Internet Service
0486-HECZI,Male,0,Yes,No,2,2,0,Electronic check,96.75,5238.9,Yes,54.14883721,54.15,FALSE,TRUE,TRUE,TRUE,TRUE,1,2016-02-29,96.75,96.70,Month-to-Month,Two or More Lines,Fiber Optic
0486-LGCCH,Male,0,Yes,Yes,1,0,2,Mailed check,19.65,225.75,No,11.48854962,11.49,FALSE,FALSE,TRUE,FALSE,TRUE,3,2019-09-30,19.65,19.60,2 Year,One Line,No Internet Service
0487-CRLZF,Female,0,No,No,1,1,2,Bank transfer (automatic),74.45,3721.9,No,49.9919409,49.99,TRUE,FALSE,TRUE,TRUE,TRUE,0,2016-07-31,74.45,74.50,2 Year,One Line,DSL
0487-RPVUM,Male,0,Yes,No,2,2,0,Bank transfer (automatic),99.4,5943.65,No,59.79527163,59.8,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-09-30,99.39,99.40,Month-to-Month,Two or More Lines,Fiber Optic
0487-VVUVK,Male,0,Yes,Yes,1,0,0,Mailed check,19.15,477.6,No,24.93994778,24.94,FALSE,FALSE,TRUE,FALSE,TRUE,3,2018-08-31,19.15,19.10,Month-to-Month,One Line,No Internet Service
0488-GSLFR,Female,0,No,No,1,2,0,Electronic check,69.5,69.5,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,69.50,69.50,Month-to-Month,One Line,Fiber Optic
0489-WMEMG,Female,0,No,Yes,1,1,1,Electronic check,49.45,1119.35,No,22.63599596,22.64,TRUE,FALSE,TRUE,TRUE,TRUE,2,2018-10-31,49.44,49.40,1 Year,One Line,DSL
0491-KAPQG,Male,0,No,No,2,2,0,Electronic check,73.7,1558.7,No,21.14925373,21.15,FALSE,FALSE,TRUE,TRUE,TRUE,0,2018-11-30,73.70,73.70,Month-to-Month,Two or More Lines,Fiber Optic
0495-RVCBF,Female,0,No,No,1,2,0,Electronic check,79.7,79.7,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,79.70,79.70,Month-to-Month,One Line,Fiber Optic
0495-ZBNGW,Male,1,Yes,No,2,2,0,Bank transfer (automatic),79.9,343.95,Yes,4.304755945,4.3,FALSE,TRUE,TRUE,TRUE,TRUE,1,2020-04-30,79.99,80.00,Month-to-Month,Two or More Lines,Fiber Optic
0496-AHOOK,Male,0,Yes,No,1,1,1,Bank transfer (automatic),74.4,1712.9,No,23.02284946,23.02,FALSE,FALSE,TRUE,TRUE,TRUE,1,2018-09-30,74.41,74.40,1 Year,One Line,DSL
0504-HHAPI,Female,1,No,No,2,2,0,Credit card (automatic),88.3,2467.75,Yes,27.94733862,27.95,TRUE,TRUE,TRUE,TRUE,TRUE,0,2018-05-31,88.29,88.30,Month-to-Month,Two or More Lines,Fiber Optic
0505-SPOOW,Female,0,Yes,No,1,0,2,Bank transfer (automatic),19.8,1397.65,No,70.58838384,70.59,TRUE,FALSE,TRUE,FALSE,TRUE,1,2014-10-31,19.80,19.80,2 Year,One Line,No Internet Service
0506-LVNGN,Female,1,No,No,1,2,0,Credit card (automatic),75.55,349.65,Yes,4.628060887,4.63,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-04-30,75.52,75.50,Month-to-Month,One Line,Fiber Optic
0506-YLVKJ,Male,0,Yes,Yes,1,0,2,Mailed check,20.2,917.45,No,45.41831683,45.42,FALSE,FALSE,TRUE,FALSE,TRUE,3,2016-11-30,20.20,20.20,2 Year,One Line,No Internet Service
0508-OOLTO,Female,0,Yes,Yes,1,2,0,Electronic check,71.65,135.75,No,1.894626657,1.89,TRUE,FALSE,TRUE,TRUE,TRUE,3,2020-07-31,71.83,71.80,Month-to-Month,One Line,Fiber Optic
0508-SQWPL,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),20.1,1087.7,No,54.11442786,54.11,TRUE,FALSE,TRUE,FALSE,TRUE,3,2016-02-29,20.10,20.10,2 Year,One Line,No Internet Service
0511-JTEOY,Female,0,No,No,1,2,0,Mailed check,71.1,71.1,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,71.10,71.10,Month-to-Month,One Line,Fiber Optic
0512-FLFDW,Female,1,Yes,No,2,2,1,Credit card (automatic),100.5,6029,No,59.99004975,59.99,TRUE,FALSE,TRUE,TRUE,TRUE,1,2015-09-30,100.50,100.50,1 Year,Two or More Lines,Fiber Optic
0513-RBGPE,Male,0,Yes,Yes,2,1,2,Credit card (automatic),62.8,2278.75,No,36.28582803,36.29,FALSE,FALSE,TRUE,TRUE,TRUE,3,2017-08-31,62.79,62.80,2 Year,Two or More Lines,DSL
0515-YPMCW,Male,0,No,Yes,1,2,0,Mailed check,70.45,70.45,Yes,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,2,2020-07-31,70.45,70.50,Month-to-Month,One Line,Fiber Optic
0516-OOHAR,Male,0,Yes,Yes,1,2,1,Bank transfer (automatic),100.35,2799,No,27.89237668,27.89,FALSE,FALSE,TRUE,TRUE,TRUE,3,2018-05-31,100.36,100.40,1 Year,One Line,Fiber Optic
0516-QREYC,Female,1,No,No,1,0,0,Mailed check,20.3,459.95,No,22.65763547,22.66,TRUE,FALSE,TRUE,FALSE,TRUE,0,2018-10-31,20.30,20.30,Month-to-Month,One Line,No Internet Service
0516-UXRMT,Female,0,No,No,2,2,1,Electronic check,92.05,5755.8,No,62.52906029,62.53,TRUE,FALSE,TRUE,TRUE,TRUE,0,2015-06-30,92.05,92.00,1 Year,Two or More Lines,Fiber Optic
0516-VRYBW,Female,0,No,Yes,1,0,1,Bank transfer (automatic),20.15,390.85,Yes,19.39702233,19.4,TRUE,TRUE,TRUE,FALSE,TRUE,2,2019-01-31,20.15,20.10,1 Year,One Line,No Internet Service
0516-WJVXC,Female,0,No,No,1,1,0,Electronic check,54.2,308.25,Yes,5.687269373,5.69,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-03-31,54.17,54.20,Month-to-Month,One Line,DSL
0519-DRGTI,Female,0,Yes,Yes,1,0,0,Mailed check,20.35,442.6,No,21.74938575,21.75,TRUE,FALSE,TRUE,FALSE,TRUE,3,2018-11-30,20.35,20.30,Month-to-Month,One Line,No Internet Service
0519-XUZJU,Female,0,No,No,1,2,0,Mailed check,70.75,70.75,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,70.75,70.80,Month-to-Month,One Line,Fiber Optic
0520-FDVVT,Male,0,No,No,1,2,1,Bank transfer (automatic),102.35,3626.1,Yes,35.42843185,35.43,FALSE,TRUE,TRUE,TRUE,FALSE,0,2017-09-30,102.35,102.30,1 Year,One Line,Fiber Optic
0523-VNGTF,Female,1,No,No,0,1,0,Electronic check,50.5,2566.3,No,50.81782178,50.82,TRUE,FALSE,FALSE,TRUE,FALSE,0,2016-06-30,50.50,50.50,Month-to-Month,No Phone Service,DSL
0524-IAVZO,Female,0,Yes,No,2,2,0,Electronic check,85,2624.25,Yes,30.87352941,30.87,TRUE,TRUE,TRUE,TRUE,FALSE,1,2018-02-28,85.01,85.00,Month-to-Month,Two or More Lines,Fiber Optic
0526-SXDJP,Male,0,Yes,No,0,1,2,Bank transfer (automatic),42.1,2962,No,70.35629454,70.36,FALSE,FALSE,FALSE,TRUE,FALSE,1,2014-10-31,42.10,42.10,2 Year,No Phone Service,DSL
0529-ONKER,Male,1,No,No,2,2,0,Electronic check,75.65,1146.65,Yes,15.15730337,15.16,FALSE,TRUE,TRUE,TRUE,TRUE,0,2019-05-31,75.64,75.60,Month-to-Month,Two or More Lines,Fiber Optic
0530-IJVDB,Male,0,No,Yes,2,2,2,Electronic check,114.6,7882.5,No,68.78272251,68.78,FALSE,FALSE,TRUE,TRUE,TRUE,2,2014-12-31,114.60,114.60,2 Year,Two or More Lines,Fiber Optic
0531-XBKMM,Male,0,No,Yes,2,1,2,Bank transfer (automatic),65.7,4378.9,No,66.6499239,66.65,FALSE,FALSE,TRUE,TRUE,TRUE,2,2015-02-28,65.70,65.70,2 Year,Two or More Lines,DSL
0531-ZZJWQ,Male,1,Yes,No,2,2,0,Electronic check,74,4052.4,No,54.76216216,54.76,FALSE,FALSE,TRUE,TRUE,TRUE,1,2016-02-29,74.00,74.00,Month-to-Month,Two or More Lines,Fiber Optic
0533-BNWKF,Female,1,Yes,No,2,2,0,Electronic check,85.45,4874.7,Yes,57.04739614,57.05,TRUE,TRUE,TRUE,TRUE,TRUE,1,2015-11-30,85.45,85.40,Month-to-Month,Two or More Lines,Fiber Optic
0533-UCAAU,Male,1,Yes,No,2,1,1,Credit card (automatic),71.1,4140.1,No,58.22925457,58.23,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-10-31,71.10,71.10,1 Year,Two or More Lines,DSL
0536-ACXIP,Female,0,Yes,No,2,2,2,Electronic check,109.55,8165.1,No,74.53308991,74.53,TRUE,FALSE,TRUE,TRUE,TRUE,1,2014-06-30,109.55,109.60,2 Year,Two or More Lines,Fiber Optic
0536-BGFMZ,Female,0,Yes,No,1,0,0,Mailed check,20.5,563.05,No,27.46585366,27.47,TRUE,FALSE,TRUE,FALSE,TRUE,1,2018-05-31,20.50,20.50,Month-to-Month,One Line,No Internet Service
0536-ESJEP,Male,0,Yes,No,1,1,2,Bank transfer (automatic),74.55,4191.45,No,56.22334004,56.22,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-12-31,74.55,74.60,2 Year,One Line,DSL
0537-QYZZN,Male,1,Yes,Yes,2,2,0,Electronic check,79.85,1857.75,No,23.26549781,23.27,FALSE,FALSE,TRUE,TRUE,TRUE,3,2018-09-30,79.83,79.80,Month-to-Month,Two or More Lines,Fiber Optic
0541-FITGH,Female,0,Yes,No,1,1,0,Mailed check,62.15,113.1,No,1.819790829,1.82,TRUE,FALSE,TRUE,TRUE,TRUE,1,2020-07-31,62.14,62.10,Month-to-Month,One Line,DSL
0547-HURJB,Male,0,No,Yes,1,0,0,Credit card (automatic),21.05,235.8,No,11.20190024,11.2,FALSE,FALSE,TRUE,FALSE,TRUE,2,2019-09-30,21.05,21.10,Month-to-Month,One Line,No Internet Service
0549-CYCQN,Male,1,No,No,2,2,1,Bank transfer (automatic),79.6,3974.7,No,49.93341709,49.93,FALSE,FALSE,TRUE,TRUE,TRUE,0,2016-07-31,79.61,79.60,1 Year,Two or More Lines,Fiber Optic
0550-DCXLH,Male,0,No,No,1,1,0,Mailed check,73.35,931.55,No,12.70006817,12.7,FALSE,FALSE,TRUE,TRUE,TRUE,0,2019-08-31,73.35,73.40,Month-to-Month,One Line,DSL
0556-FJEGU,Male,0,No,No,1,1,2,Bank transfer (automatic),70.1,4048.95,No,57.7596291,57.76,FALSE,FALSE,TRUE,TRUE,TRUE,0,2015-11-30,70.10,70.10,2 Year,One Line,DSL
0557-ASKVU,Female,0,Yes,Yes,1,1,1,Credit card (automatic),54.4,957.1,No,17.59375,17.59,TRUE,FALSE,TRUE,TRUE,TRUE,3,2019-03-31,54.41,54.40,1 Year,One Line,DSL
0559-CKHUS,Female,0,Yes,No,1,0,2,Mailed check,19.55,521.8,No,26.69053708,26.69,TRUE,FALSE,TRUE,FALSE,TRUE,1,2018-06-30,19.55,19.60,2 Year,One Line,No Internet Service
0562-FGDCR,Female,0,Yes,Yes,2,1,2,Mailed check,74.55,5430.65,No,72.84574111,72.85,TRUE,FALSE,TRUE,TRUE,TRUE,3,2014-08-31,74.55,74.50,2 Year,Two or More Lines,DSL
0562-HKHML,Male,0,Yes,Yes,2,0,2,Credit card (automatic),23.9,1626.4,No,68.05020921,68.05,FALSE,FALSE,TRUE,FALSE,FALSE,3,2014-12-31,23.90,23.90,2 Year,Two or More Lines,No Internet Service
0562-KBDVM,Female,0,No,No,0,1,2,Bank transfer (automatic),44.6,3058.15,No,68.56838565,68.57,TRUE,FALSE,FALSE,TRUE,FALSE,0,2014-12-31,44.60,44.60,2 Year,No Phone Service,DSL
0564-JJHGS,Male,0,No,No,2,2,0,Electronic check,95.5,829.1,Yes,8.681675393,8.68,FALSE,TRUE,TRUE,TRUE,TRUE,0,2019-12-31,95.52,95.50,Month-to-Month,Two or More Lines,Fiber Optic
0564-MUUQK,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),95.5,1916.2,No,20.06492147,20.06,TRUE,FALSE,TRUE,TRUE,TRUE,3,2018-12-31,95.52,95.50,Month-to-Month,Two or More Lines,Fiber Optic
0565-IYCGT,Male,0,No,No,2,1,1,Credit card (automatic),78.6,5356.45,Yes,68.14821883,68.15,FALSE,TRUE,TRUE,TRUE,TRUE,0,2014-12-31,78.60,78.60,1 Year,Two or More Lines,DSL
0565-JUPYD,Male,0,No,No,2,2,1,Credit card (automatic),104.5,6590.8,No,63.06985646,63.07,FALSE,FALSE,TRUE,TRUE,TRUE,0,2015-05-31,104.50,104.50,1 Year,Two or More Lines,Fiber Optic
0567-GGCAC,Female,0,No,No,1,1,0,Electronic check,61.4,438.9,No,7.148208469,7.15,TRUE,FALSE,TRUE,TRUE,FALSE,0,2020-01-31,61.38,61.40,Month-to-Month,One Line,DSL
0567-XRHCU,Female,0,Yes,Yes,0,1,2,Credit card (automatic),43.95,2960.1,No,67.35153584,67.35,TRUE,FALSE,FALSE,TRUE,FALSE,3,2015-01-31,43.95,44.00,2 Year,No Phone Service,DSL
0568-ONFPC,Male,0,Yes,Yes,2,0,0,Bank transfer (automatic),25.9,135,Yes,5.212355212,5.21,FALSE,TRUE,TRUE,FALSE,TRUE,3,2020-03-31,25.91,25.90,Month-to-Month,Two or More Lines,No Internet Service
0570-BFQHT,Female,0,No,No,1,2,0,Electronic check,80.55,653.9,No,8.117939168,8.12,TRUE,FALSE,TRUE,TRUE,TRUE,0,2019-12-31,80.53,80.50,Month-to-Month,One Line,Fiber Optic
0572-ZJKLT,Female,0,Yes,Yes,2,2,2,Mailed check,99.65,4630.2,No,46.46462619,46.46,TRUE,FALSE,TRUE,TRUE,TRUE,3,2016-10-31,99.66,99.70,2 Year,Two or More Lines,Fiber Optic
0575-CUQOV,Male,1,Yes,No,1,2,1,Electronic check,97.95,5867,No,59.8979071,59.9,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-09-30,97.95,97.90,1 Year,One Line,Fiber Optic
